ItemId,ItemStatus
215-H150051,False
94LC2802,False
CLM-L3612,False
95H3120,False
95B36507,False
95H41023,False
95B36500,False
95H41013,False
95H51001,False
95H51005,False
95B46010,False
95H51007,False
95B56050,False
95B46001,False
95B56011,False
95B56012,False
95B56010,False
95B56015,False
95B46003,False
95B56000,False
95B56040,False
95Z59005,False
95B56020,False
95Z59004,False
95Z59010,False
95Z59032,False
95Z59019,False
95Z59020,False
95Z59050,False
95Z59024,False
95Z59044,False
95H3109,False
95Z49000,False
95Z59000,False
95Z49013,False
95B56022,False
95B56023,False
95Z49010,False
95B56030,False
95Z59030,False
95Z59059,False
95B45011,False
95B55002,False
95B55000,False
95B55034,False
95X5707,False
95X5712,False
94SSD1200,False
94SSD2400,False
94SSD2550,False
94SSD4800,False
94SSD5100,False
SSD-SM87E250,False
94SSD10000,False
SSD-SM87Q1T,False
SSD-SM87Q2T,False
SSD-SM87Q4T,False
SSD-SM86Q4000,False
SSD-SM87Q8T,False
ST-U-1170,False
KING-SSD240A420,False
94SSD25611,False
KSSD-SNVS500,False
SSD-V8V250BW,False
94SSD51211,False
CRS-P250028,False
94SSD5123R,False
KSSD-SNVS1000,False
94SSD11111,False
CSSD-F1000400R2,False
KSSD-SNVS2000,False
CRS-P2100028,False
94SSD5130,False
CSSD-F1000600,False
CSSD-F2000600,False
94SSD21001,False
94SSD-AG70S2TB,False
CSSD-F500600,False
94SSD-AG42TB,False
94SSD81001K4,False
TH-0050Z,False
HGST-0050,False
TH-1TP3,False
WD10SPZX,False
TH-2000,False
TH-2TB,False
WD1003FZX,False
TH-4000,False
WD40EZAZ,False
TH-4T,False
TH-4001,False
WD40EFZX,False
WD20PURZ,False
TH-3TP3,False
WD1005FBYZ,False
WD6003FRYZ,False
WD80EFBX96,False
WD102PURZ,False
WD161KRYZ,False
CLM-MF1214,False
CLM-MF2001,False
AN3-P1205,False
CLM-MF1401,False
931640,False
AN1-NX110,False
AN1-3000,False
AN1-NX200,False
AN1-NX220,False
CLM-C3000,False
AN1-DP301M,False
AN1-NX210,False
AN1-NX300B,False
AN1-NX300W,False
MCB-Q500L-KANN-S00,False
CLM-C1300,False
AN1-NX240,False
CLM-C5100,False
AN1-NX310,False
CLM-C6006,False
AN1-NX400,False
931636,False
AN1-P82,False
210-27533,False
CLM-C3110,False
210-220191,False
210-220TW,False
AN1-NX800W,False
CLM-C5001,False
95GCTR2,False
926049,False
GVN7140,False
GVN7133,False
GVN7322,False
PNYP400,False
PNY-T400,False
II511500T,False
KHX323299,False
SK323216GTZR,False
2CMN1636180,False
2CMN1636181,False
GVN30802208,False
GVN30802201,False
GVN30802200,False
II511600KT,False
II711700FT,False
II711700KFT,False
II711700KT,False
II911900FT,False
II710700FT,False
II910980XT,False
II910900XB,False
II910920XB,False
GVN10501,False
II910940XB,False
GVN16532,False
AMD-R95950X,False
CLM-F2120,False
CLM-F2122,False
GVN16534,False
CLM-F30,False
CLM-F620P,False
CLM-F621P,False
GVN16600,False
CLM-FG200P,False
GVN16635,False
AN3-C400,False
GVN166505,False
CLM-L1222,False
GVN-206604,False
CLM-L2440,False
CLM-L3602,False
GVN30601203,False
CLM-L3640,False
95H51006,False
210-220190,False
CLM-C3200,False
CCPS512,False
94P4511,False
AN2-V500PL,False
AN2-AB550,False
94P5511,False
CLM-P7000,False
AN2-NE550M,False
CLM-P7020,False
AN2-NE650M,False
AN2-VP701P,False
AN2-NE600GZ,False
220-CX550FR,False
CLM-P6500,False
220-RM850X,False
AN2-NE700GZ,False
220-CX650M,False
220-CX6501,False
ASM-5610,False
95Z690400,False
95Z690406,False
95Z690410,False
II911900FB,False
95Z690500,False
II310100FT,False
95Z690505,False
II510400B,False
95Z690510,False
95Z690530,False
AMD-3350GPT,False
95Z690533,False
95Z690536,False
95Z690550,False
IF-I5,False
95B56009,False
95B56051,False
ASM-5600,False
95Z59003,False
95X29990,False
95B45004,False
95X5701,False
95X5703,False
95X5704,False
95X5709,False
2CMG1632160,False
95X5717,False
2CMG1636180,False
95X5730,False
95B55001,False
2CMN1632160,False
95B55006,False
95B55031,False
2CMW163618C2,False
95B55032,False
2CMG3232160,False
95B55036,False
95B55039,False
2CMG3236180,False
95B55040,False
95TRX402,False
2CMH3236180,False
95TRX405,False
2CMN3236180,False
2CMG6432160,False
2CMN6436180,False
2CMW643216E4,False
CR3806,False
CR432G4SFD832A,False
94SSD-AG41TB,False
94SSD-AG4500,False
94SSD-AG70S1TB,False
KSSD-SNVS250,False
KING-SSD480A420,False
WD101EFBX,False
GVR66800,False
GVRX69161,False
NV-A4000,False
NV-A5000,False
WD141KRYZ,False
PNY-T1000,False
WD2003FZ,False
WD20EFZX,False
WD4005FZBX,False
WD40EFAX,False
WD40PURZ,False
WD80EFBX,False
TH-2TP3,False
TH-8000,False
TH-8T2,False
STX-2004,False
AN2-EA650GP,False
STX-4004,False
AN2-EA750GP,False
AN2-EA750GPWW,False
AN2-H650G,False
AN2-H750G,False
AN2-H7510,False
AN2-H850G,False
94SSD-VSD1TB,False
AN2-H8510,False
SMS-PA1T0B,False
SMS-PA2T0B,False
SMS-PA500B,False
SMS-T75105,False
94P1000,False
94P6500,False
SMS-T75106,False
SMS-T7511L,False
SMS-T7512R,False
SDCZ600-016,False
SDCZ600-032,False
SDCZ600-064,False
SDSQUA4-256,False
SDSQUNR-128,False
SDSQUNR-32,False
CLM-P1000,False
SDSQUNR-64,False
CLM-P7501,False
CLM-P7520,False
CLM-P8501,False
220-CV550,False
220-CV650,False
220-CV750,False
220-CX550FRW,False
220-CX6502,False
220-CX750,False
220-CX7501,False
220-CX7502,False
220-CX750M,False
220-HX1000,False
220-HX750,False
220-RM650233,False
220-RM650X2,False
220-RM750,False
220-RM750234,False
220-RM750X,False
220-RM850,False
220-RM850235,False
220-SF600,False
CP-9020132-EU,False
220-TX750M,False
220-TX850M,False
CLM-PSFX7501,False
926866,False
CLM-C5005,False
CLM-C5020,False
CLM-C5111,False
CLM-C5400,False
CLM-C6010,False
AN1-DA601,False
AN1-DF700F,False
AN1-DP501,False
AN1-DP502F,False
AN1-NX410,False
AN1-NX410W,False
AN1-NX600,False
AN1-NX800,False
AN1-P110SL,False
AN1-P82SL,False
210-5000208,False
CLM-MF1215,False
CLM-MF12180,False
93G450E,False
93G1234UR,False
UPSBT1275,True
UPSBT1290,True
ET-E5650IUSB,False
ET-E5850IUSB,False
ET-E51100IUSB,False
ET-9E1000,False
ET-9E2000,False
ET-9E3000,False
36701,False
36705,False
36707,False
36703,False
US-277,False
US-241,False
US-KB225,False
US-130,False
DLKB-216,False
9M185,False
US-8200,False
LOG-408,False
LOG-350,False
ASKM-2500,False
CLM-KM3001,False
LOG-F710,False
CLM-K3505,False
CLM-K35100,False
CLM-K5300,False
CLM-K5503,False
LOG-MX2S,False
1086,False
GBM-2400,False
GBM-2728,False
GBM-2740,False
GBM-2725,False
GBM-3200,False
GBM-2711,False
GBM-2720,False
GBM-3401,False
GBM-3220,False
GBM-2722,False
GBM-2727,False
GBM-3210,False
GBM-4300,False
GBM-2510,False
SAML24390,False
SAML27390,False
SAML24500,False
SAML27352,False
SAML27351,False
SAML27391,False
SAML24352,False
SAML27355,False
SAML32502,False
SAML32550,False
SAML27524,False
SAML32750,False
SAML32500,False
SAML27552,False
SAML24730,False
SAML27651,False
II712700KFB,False
II912900KB,False
II911900KFT,False
II310100B,False
LOG-150,False
LOG-150W,False
LOG-200W,False
LOG-522,False
18056,False
US-380,False
US-382,False
SB-USB-PLAY3,False
BY-DM10UC,False
BY-M1,False
BY-M1000,False
BY-M1PRO,False
217-9011203,False
94H5,False
9M851,False
CLM-MH630,False
CLM-MH650,False
CLM-MH670,False
CLM-MH7520,False
MPOW-H323,False
ZM-HPS200,False
95Z59015,False
95A52004,False
TH-0101,False
TH-0201,False
94SSD-VSD1TBK,False
SMS-T7512T,False
SDCZ600-128,False
SDCZ600-256,False
SDSQUAR-200,False
AN1-DF600,False
220-TX650M,False
SAML24351,False
SAML27501,False
SAML27502,False
GBM-3230,False
GVN16548,False
GVN30801050,False
93G600NJ,False
93G8012D,False
US-8200A,False
CLM-WR531,False
244726,False
KF163202K2,False
916002,False
916008,False
916033,False
916047,False
916080,False
916082,False
916083,False
KF4323202K2,False
926011,False
KF4323212K2,False
KF4323622K2,False
916100,False
KV416260,False
916105,False
926103,False
SK163619GVR,False
1244,False
2CMK323016,False
926111,False
1248,False
2CMK323616,False
926608,False
2CMK643216E4,False
926616,False
2482619S,False
926625,False
2483222S,False
NG-GS110EMX,False
1263,False
916092,False
926965,False
926963,False
926967,False
916066,False
926969,False
916306,False
916309,False
926044,False
926045,False
1286,False
ST-U-1920,False
SYN-DS120J,False
SYN-DS420J,False
N1004,False
95Z690404,False
95B56019,False
95Z59060,False
95X29980,False
95B45001,False
95B45003,False
95B55020,False
95B55029,False
KING-SSD512C6,False
82C7008TIV,False
82C7008TIV-8,False
C24Y,False
95B56001,False
PNY-T600,False
NV-A2012,False
95B66000,False
95B66007,False
95H51002,False
95H51003,False
95H51008,False
II512500B,False
II512600KB,False
II512600KFB,False
II912900FT,False
II511600B,False
II711700B,False
II711700KFB,False
II39100T,False
94LC2805,False
94LC3605,False
CLM-L3650,False
WDS3502400,False
WDS3504800,False
WDS550250,False
WDS550500,False
WDS7501000,False
WDS7502000,False
WDS750500,False
WD141PURP,False
WD20EFAX,False
TH-8001,False
STX-5004,False
Aio-Graphic-pc1,False
210-175RB,False
95Z690420,False
95Z690569,False
95B66025,False
95B66030,False
95H61001,False
95H61005,False
95X5740,False
CLM-B175440,False
CLM-B175450,False
CLM-B175870,False
AN3-LGA1700A,False
ZL-CF80G,False
215-LGA1700,False
214-TM30,False
214-XTM50,False
CSSD-600PL0500,False
CSSD-600PL1000,False
CSSD-600PL2000,False
CSSD-600PL4000,False
WDS570500,False
SSD-SN-E30-100,False
SSD-SN-E30-200,False
SSD-SN-E30-480,False
AN2-H1000XTR,False
AN2-VP450P,False
CLM-P6004,False
CLM-P6520,False
SAML24355,False
SAML32551,False
SAML32591,False
SAML34890,False
DLM-E2420H,False
DLM-E2720H,False
LOG-130,False
US-385,False
BY-PM700,False
95B66044,False
IG6900B,False
IG7400T,False
II512400FB,False
II912900KT,False
II912900T,False
22220,False
AN2-NE650M2,False
CLM-P4001,False
CLM-P6000,False
CLM-P7001,False
ZM-HPS300,False
HPP-209DW,False
HPP-4120,False
XRX-230,False
XRX-3020,False
XRX-C230,False
XRX-0664,False
916084,False
DK-20-2150,False
DK-20-615,False
DK-20-806,False
HU-311-221,False
TND-AC23,False
CLM-P5001,False
CLM-P6522,False
DLM-E2422H,False
DLM-E2722H,False
ACR-M-KA270,False
ACR-M-R242Y,False
BY-BA20,False
TND-F3,False
TND-F9,False
DK-10-1005A,False
926624,False
CIS-116,False
CIS-20048,False
CIS-22026,False
CIS-22069,False
CIS-30024,False
916091,False
DK-25-1620,False
TND-PH5,False
DK-30-1312,False
DK-30-131,False
SYN-DS220PLUS,False
SYN-DS220J,False
DK-30-548B,False
GVN16540,False
GVN16636,False
GVN-2060120,False
GVN-2060126,False
GVN3050805,False
GVRX68003,False
GVN3050807,False
GVN30601212,False
GVN30601218,False
GVN306T819,False
GVN306T831,False
NV-T404,False
GVRX65000,False
GVRX65002,False
GVRX66000,False
GVRX66001,False
GVRX66002,False
GVRX66005,False
GVN306T833,False
GVN306T835,False
GVN30902401,False
GVN30801216,False
GVN30801040,False
GVN30801006,False
GVN30801002,False
GVN3070407,False
GVN3070408,False
CT5-3256036B2,False
SK5-3256363650,False
SK5-3256363660,False
SK5-3260363630,False
SK5-3260363640,False
SK5-3260363650,False
SK5-3260363660,False
SK5-3260404020,False
SK5-3260404030,False
SK5-3260404040,False
CK5-32480040C2,False
2CMT64361800,False
2CMW323216TUF,False
CT5-32520040B2,False
CT5-32560036X2,False
CT5-64520040B2,False
KF43232R1,False
KF43232R2,False
KF4832E1,False
KF4832R1,False
SK163016GTZN,False
2CMH1632162,False
2CMK1636181,False
CLM-K7210,False
CLM-M7310,False
9M151,False
9M167,False
9M168,False
US-245,False
9M612,False
9M645,False
ASKM-2500A,False
LN-KM510BR,False
LN-KM510W,False
AN3-F12RGB,False
CLM-C3100,False
CLM-C3120,False
CLM-C5000,False
CLM-C5009,False
CLM-C5013,False
CLM-C5040,False
CLM-C7010,False
931639,False
210-7000227,False
210-7000219,False
210-27534,False
210-27575,False
AN1-DF800,False
AN1-DF800F,True
AN1-DP31,False
AN1-NX270,False
AN1-NX280,False
95B66020,False
95B66022,False
IG6900T,False
SAML27392,False
ACR-M-KA240Y,False
US-244,False
AN1-NX700,False
KF516483801,False
KF5165640-02,False
KF5324838-02,False
KF58483801,False
KF5852401,False
KF5856401,False
CR5-64480-02,False
CT5-3256036CW2,False
2483222,False
GVN3050800,False
GVN30601216,False
GVN3070302,False
GVN3070322,False
NV-T1008,False
PNY-T402-B,False
GVRX68004,False
TND-A9,False
926067,False
USB74A,False
29082,False
29106,False
29055,False
29057,False
29069,False
29042,False
29043,False
29044,False
29070,False
41360,False
29143,False
29242,False
GVRX68101,False
2CMG6436180,False
AN1-202,False
210-750D,False
LOG-F310,False
95Z690531,False
95B66033,False
95X5733,False
2054,False
GVRX69167,False
210-4000199,False
CLM-F120BU,False
93G2525T3BK,False
TH-4002,False
99360-124-24,False
GVRX67000,False
GVRX67001,False
GVRX67004,False
SK5-3260363620,False
SK5-3260444420,False
KF416301601,False
KF416361702,False
KF416361801,False
KF4323602,False
KF432361602,False
KF432361802,False
KF4643602,False
KV416322201,False
II912900KSB,False
AMD-R55500B,False
AMD-R55600B,False
AMD-R75700XB,False
916081,False
GVN30801032,False
GVN30801210,False
GVN30902461,False
GVN30902468,False
II310105FB,False
215-H150062,False
215-H170055,False
SLM-H2380,False
BY-M800,False
GVN30902463,False
NV-A4500,False
SK4832220GRS,False
SMD-4426,False
LXR-D43232S,False
US-KB130,False
US-170,False
CLM-L2433,False
CLM-L3633,False
TH-8003,False
CLM-P1050,False
SAML24357,False
GVRX64004,False
CLM-M7113,False
CLM-M7300,False
95X5731,False
95TRP800,False
WDS480G2G0A,False
WDS5702000,False
22119,False
95Z690506,False
95B55007,False
95B55012,False
GVN30802203,False
DESIGNI7,False
II912900B,False
GVN166507,False
KF4323206K2,False
216-9413560,False
216-9413771,False
LOG-840,False
GBN-G5-35TMD11,False
II911900KB,False
GVN3070309,False
GVRX66500,False
SK5-3260444400,False
CK5-645640C2,False
AN1-NX201,False
AIOI9,False
94SSD11001,False
KU-DTX3200,False
KU-DTXM3200,False
GVN306T838,False
CLM-C5022,False
CLM-C5031,False
94SSD-AG70101,False
94SSD-AG70201,False
WDS24030,False
SAML27450,False
GBM-2741,False
GBM-2746,False
APN-1EE-003,False
GVN16605,False
PNY-A2000,False
GVRX67500,False
2CMK322616R,False
CLM-C5015,False
NV-A2000,False
2441632,False
II512600T,False
KU-DTX25600,False
SDSQUA4-32,False
916086,False
CLM-C7020,False
AN8-30102W,False
WD-MB801,False
22116,False
SAML32504,False
95B66023,False
KING-SSD120A4,False
SMS-T7511,False
II312100B,False
CLM-MGP,False
GVRX69500,False
95Z59068,False
95H41002,False
95H41004,False
II912900KST,False
IG5905T,False
94SSD5001,False
PT-SSD512SCR,False
SSD-SM981256,True
ST-HD50025Z,False
WD-MB400,False
SDSQUNS-16G,False
GVN30902430,False
CR48266F,False
23754,False
AP-D4424SL,False
CLM-C5102,False
CLM-C5300,False
210-540AIR,False
PH-322E1C,False
2CH532563600,False
AN3-P1200,False
SK44240GRS,False
95B66008,False
95H61002,False
II912900FB,False
KF5644802,False
KF4163202R,False
KF416361703,False
KF4323202,False
KF163221,False
AN1-DP503,False
AN1-DP505W,False
95Z690532,False
95H61006,False
95X67030,False
95Z690501,False
95Z690507,False
95B550312,False
II910900KFB,False
IF-I7,False
94SSD-M30-1001,False
94SSD-M30-5120,False
TH-0100Z,False
STX-10000,False
STX-4000,False
STX-8000,False
STX-S5000,False
KU-DTX6411,False
22118,False
22117,False
CLM-P4500,False
SLM-F2145,False
916027,False
TND-1016M,False
CD-WE3000,False
N1030,False
GVN16544,False
GVN3070314,False
ASV-30902400,False
SK5-3260363600,False
2CK53252402,False
AN1-NX250,False
AN1-P10C,False
CLM-MF1204,False
95B66009,False
AMD-R57600X,False
AMD-R77700X,False
AMD-R97900X,False
AMD-R97950X,False
65095,False
II513600KFB,False
II713700KFB,False
II913900KFB,False
95B65060,False
II713700KB,False
II913900KB,False
SYN-DS420PLUS,False
SAML-24455,False
95Z79010,False
KSSD-SNV2S250,False
CD-WR2100,False
CD-RE1800,False
CLM-F70C7,False
AN1-DF700,False
AN1-DF800FW,False
220-CX7503,False
SLM-H2390P,True
SAML24336,False
CLM-MH7510,False
95H61003,False
95H51004,False
ASV-307030,False
KF5-6452402,False
GVN40802410,False
GVN40802425,False
AN1-NX420,False
CLM-M3111,False
CLM-M7121,False
95H41011,False
GVN40902420,False
WD-E1500,False
AN1-NX260,False
916087,False
95Z79040,False
95H41012,False
95B65070,False
CLM-F6128,False
CLM-MP30,False
AN1-NX360,False
KF4-6432160,False
KF5-325236A,False
95H61007,False
DLM-E2423HN,False
DLM-E2722HS,False
DLM-E2723H,False
DLM-E2723HN,False
MAGF24VS,False
MAGFA27V,False
MAGZ32FY,False
LNM-2420,False
LNM-2730,False
MAGTV3201,False
MAGTV-4KW50,False
MAGTV-4KW55,False
MAGTV-4KW65,False
MAGTV75S4K,False
9M507,False
9M152,False
9M153,False
9M155,False
LN-600-32,False
9M605,False
LN-KM300,False
9M603,False
9M627,False
9M650,False
9M662,False
9M901,False
PR-HP500K,False
DK-30-582X,False
LN-KM510B,False
LN-KM510WA,False
HPP-8023,False
XRX-4403,False
CLM-ARGB-C,False
CLM-MFW001,False
9M814,False
LNC-300,False
LOG-602,False
CLM-RE100,False
DK-20-245,False
DK-20-2680,False
MAGTV43S4K,False
95H41016,False
95B55008,False
KF5-325236-AE,False
KF5-325640,False
KF5-326036-AE,False
KF5-326040-R,False
KU-DTXM25601,False
SAML32505,False
AN2-H1001,False
95B76010,False
II513400FB,False
II513600T,False
95B76047,False
GVN40701202,False
TH-4004,False
AN1-AX20,False
ASN-1500-3192,False
LNN-V14-UUIV,False
MC-1010322H,False
MC-115116H,False
95H51000,False
GVR7902000,False
KF5645622,False
WD22PURZ,False
WD42PURZ,False
95H41020,False
95H41022,False
CLM-L2422,False
PH-3288,False
US-384,False
II913900KSB,False
9M615,False
NG-GS116E,False
ASV-16630,False
KF5-32563602,False
MAGF24IPS,False
LN-300,False
95H41026,False
GVN3070315,False
CLM-MF1212,False
95B55003,False
95B55009,False
WD121PURZ,False
KF5-646040,False
95B56008,False
CLM-F2140,False
CLM-F2144,False
CLM-C5003,False
CD-WR1300,False
DK-25-1325,False
GVN3050820,False
GVN30601220,False
ST-JL1000,False
ST-JL2000,False
ST-JL5000,False
GBN-A5-1130SD,False
PA1651,False
PA3051,False
PA3061,False
GVN3070402,False
II513600KB,False
SK5-325640102,False
SK5-326036100,False
SK5-646040202,False
SK5-3252000,False
SK5-645636200,False
94SSD-AG450-50,False
NT-NV70504,False
TH-8004,False
ST-JL4000,False
NT-ZX10-500,False
SDSQUAC-256,False
HKV-MHC201,False
AN11-2506NX,False
CLM-B1601,False
94P1300,False
CLM-P7010,False
916088,False
XRX-0691,False
9M855,False
LN-KM510BA,False
LN-300CG,False
DK-2335,False
CLM-S100,False
LNN-NB-W3Y,False
ASN-W3Y-ZEN,False
MAGTV-4KW43,False
MAGTV-4KW75,False
DLM-SE2723DS,False
DLM-S2721HGF,False
SAML24502,False
GVN40608001,False
SK5-3252100,False
CLM-C5120,False
HU-T3-W09C,False
DLN-3520-14447,False
DLN-3520-14445,False
DLN-3511-3003,False
DLN-3510-6005,False
ASN-507-073,False
ASN-507065,False
ASN-507043,False
ASN-3402-372,False
ASN-1504-209,False
ASN-1504-149,False
ASN-1404-114,False
ASN-1404-110,False
ASN-1404-108,False
ASN-1404-105,False
GBN-AE14-72BB4,False
GBN-G5-2333SD,False
GBN-G5-2333SH16,False
GBN-G5-2333SH32,False
GBN-G5-3313SH,False
GBN-G5-51213H,False
GBN-XE5-73948,False
LNN-315-3D2,False
LNN-315-9EIV,False
LNN-315-9FIV,False
LNN-315-9GIV,False
LNN-317-4PIV,False
LNN-FL5-A1IV,False
LNN-V14-1JIV,False
LNN-V14-1NIV,False
GBN-AR15-3383M3,False
2CH5-645600,False
2CMW322616,False
211-8900432000,False
GBN-AR15-3383M1,False
LNN-V14-SFIV2,False
95B760575A,False
95B76101,False
95Z690401,False
95H61051,True
95B65009,False
95B65071,False
95B55004,False
GVN16546,False
WD11PURZ,False
MSI-NV3050800,False
ADS-710-100,False
SSD-SNX-1000,False
SSD-SNX-2000,False
NT-USB-1281,False
NT-USB-6401,False
NT-SD-P5-6400,False
NT-USB-2561,False
LNN-3SL-3Q,False
LNN-3SL-3Y,False
ASN-1404-106,False
ASN-1404-107,False
ASN-1504-208,False
LNT-128-212,False
LNT-300-006,False
LNT-300-049,False
LNT-300-072,False
LNT-300-225,False
LNT-328-000,False
LNT-328-085,False
MAGTV-4KQ55,False
US-05A,False
95B760521,False
KSSD-FR1000,False
ASN-1404-133,False
DLN-3530-14379,False
99360-053-00,False
PA305088,False
ADS-650-480,False
ADS-710-050,False
KH-256C2,False
CLM-C3001,False
CLM-P4000,False
CLM-P5000,False
DLN-3520-14453,False
9262967,False
95Z79040-2,False
95B760575C,False
95H51017,False
ASV-3050-802,False
95H61055,False
ASV-3060-1202,False
MSI-N40902401,False
MSI-N40902402,False
CRS-500BX240,False
LXR-S500100,False
LXR-S1000-620,False
AN1-DF800FWR,False
AN1-NX500M,False
95B65075,False
5026,False
